start_date,trip_id,current_stop_sequence,arrival_time,departure_time,next_arrival_time,travel_time_second,producer_timestamp_ts
20250220,101923N0,8,2025-02-20 11:16:01,2025-02-20 11:17:02,2025-02-20 11:18:02,121.0,2025-02-20 11:17:42
20250220,101923N0,9,2025-02-20 11:18:02,2025-02-20 11:18:02,2025-02-20 11:18:59,57.0,2025-02-20 11:18:45
20250220,101923N0,10,2025-02-20 11:18:59,2025-02-20 11:20:00,2025-02-20 11:21:01,122.0,2025-02-20 11:20:50
20250220,101923N0,11,2025-02-20 11:21:01,2025-02-20 11:21:01,2025-02-20 11:22:30,89.0,2025-02-20 11:21:53
20250220,101923N0,12,2025-02-20 11:22:30,2025-02-20 11:23:03,2025-02-20 11:24:32,122.0,2025-02-20 11:23:59
20250220,101923N0,13,2025-02-20 11:24:32,2025-02-20 11:25:00,,,2025-02-20 11:26:04
20250220,101929H0,1,2025-02-20 11:24:32,2025-02-20 11:25:00,2025-02-20 11:26:29,117.0,2025-02-20 11:26:04
20250220,101929H0,2,2025-02-20 11:26:29,2025-02-20 11:28:31,2025-02-20 11:29:32,183.0,2025-02-20 11:29:12
20250220,101929H0,3,2025-02-20 11:29:32,2025-02-20 11:30:29,2025-02-20 11:32:02,150.0,2025-02-20 11:31:17
20250220,101929H0,4,2025-02-20 11:32:02,2025-02-20 11:32:30,2025-02-20 11:34:00,118.0,2025-02-20 11:33:23
20250220,101929H0,5,2025-02-20 11:34:00,2025-02-20 11:34:00,2025-02-20 11:35:01,61.0,2025-02-20 11:34:26
20250220,101929H0,6,2025-02-20 11:35:01,2025-02-20 11:36:01,2025-02-20 11:37:02,121.0,2025-02-20 11:36:31
20250220,101929H0,7,2025-02-20 11:37:02,2025-02-20 11:37:59,2025-02-20 11:39:00,118.0,2025-02-20 11:38:36
20250220,101929H0,8,2025-02-20 11:39:00,2025-02-20 11:40:01,2025-02-20 11:41:02,122.0,2025-02-20 11:40:42
20250220,101929H0,9,2025-02-20 11:41:02,2025-02-20 11:41:02,2025-02-20 11:42:02,60.0,2025-02-20 11:41:44
20250220,101929H0,10,2025-02-20 11:42:02,2025-02-20 11:42:02,2025-02-20 11:43:32,90.0,2025-02-20 11:42:47
20250220,101929H0,11,2025-02-20 11:43:32,2025-02-20 11:44:00,2025-02-20 11:45:33,121.0,2025-02-20 11:44:52
20250220,101929H0,12,2025-02-20 11:45:33,2025-02-20 11:46:30,2025-02-20 11:47:31,118.0,2025-02-20 11:46:57
20250220,101929H0,13,2025-02-20 11:47:31,2025-02-20 11:48:32,,,2025-02-20 11:49:02
20250220,101931N0,1,2025-02-20 11:07:30,2025-02-20 11:08:31,2025-02-20 11:09:31,121.0,2025-02-20 11:09:20
20250220,101931N0,2,2025-02-20 11:09:31,2025-02-20 11:11:01,2025-02-20 11:12:01,150.0,2025-02-20 11:11:25
20250220,101931N0,3,2025-02-20 11:12:01,2025-02-20 11:13:02,2025-02-20 11:13:59,118.0,2025-02-20 11:13:31
20250220,101931N0,4,2025-02-20 11:13:59,2025-02-20 11:15:00,2025-02-20 11:16:01,122.0,2025-02-20 11:15:36
20250220,101931N0,5,2025-02-20 11:16:01,2025-02-20 11:17:02,2025-02-20 11:18:02,121.0,2025-02-20 11:17:42
20250220,101931N0,6,2025-02-20 11:18:02,2025-02-20 11:18:02,2025-02-20 11:18:59,57.0,2025-02-20 11:18:45
20250220,101931N0,7,2025-02-20 11:18:59,2025-02-20 11:20:00,2025-02-20 11:21:01,122.0,2025-02-20 11:20:50
20250220,101931N0,8,2025-02-20 11:21:01,2025-02-20 11:22:30,2025-02-20 11:23:03,122.0,2025-02-20 11:22:56
20250220,101931N0,9,2025-02-20 11:23:03,2025-02-20 11:23:03,2025-02-20 11:24:32,89.0,2025-02-20 11:23:59
20250220,101931N0,10,2025-02-20 11:24:32,2025-02-20 11:25:00,2025-02-20 11:26:29,117.0,2025-02-20 11:26:04
20250220,101931N0,11,2025-02-20 11:26:29,2025-02-20 11:27:30,2025-02-20 11:28:31,122.0,2025-02-20 11:28:09
20250220,101931N0,12,2025-02-20 11:28:31,2025-02-20 11:28:31,2025-02-20 11:29:32,61.0,2025-02-20 11:29:12
20250220,101931N0,13,2025-02-20 11:29:32,2025-02-20 11:30:29,,,2025-02-20 11:31:17
20250220,101931T0,18,2025-02-20 11:06:29,2025-02-20 11:06:29,2025-02-20 11:07:30,61.0,2025-02-20 11:07:14
20250220,101931T0,19,2025-02-20 11:07:30,2025-02-20 11:08:31,,,2025-02-20 11:09:20
20250220,101933T0,10,2025-02-20 11:06:29,2025-02-20 11:06:29,2025-02-20 11:07:30,61.0,2025-02-20 11:07:14
20250220,101933T0,11,2025-02-20 11:07:30,2025-02-20 11:08:31,2025-02-20 11:09:31,121.0,2025-02-20 11:09:20
20250220,101933T0,12,2025-02-20 11:09:31,2025-02-20 11:09:31,2025-02-20 11:11:01,90.0,2025-02-20 11:10:22
20250220,101933T0,13,2025-02-20 11:11:01,2025-02-20 11:12:01,,,2025-02-20 11:12:28
20250220,101955H0,1,2025-02-20 11:32:02,2025-02-20 11:34:00,2025-02-20 11:35:01,179.0,2025-02-20 11:34:26
20250220,101955H0,2,2025-02-20 11:35:01,2025-02-20 11:37:02,2025-02-20 11:37:59,178.0,2025-02-20 11:37:33
20250220,101955H0,3,2025-02-20 11:37:59,2025-02-20 11:39:00,2025-02-20 11:40:01,122.0,2025-02-20 11:39:39
20250220,101955H0,4,2025-02-20 11:40:01,2025-02-20 11:41:02,2025-02-20 11:42:02,121.0,2025-02-20 11:41:44
20250220,101955H0,5,2025-02-20 11:42:02,2025-02-20 11:42:02,2025-02-20 11:43:32,90.0,2025-02-20 11:42:47
20250220,101955H0,6,2025-02-20 11:43:32,2025-02-20 11:44:00,2025-02-20 11:45:33,121.0,2025-02-20 11:44:52
20250220,101955H0,7,2025-02-20 11:45:33,2025-02-20 11:45:33,2025-02-20 11:46:30,57.0,2025-02-20 11:45:55
20250220,101955H0,8,2025-02-20 11:46:30,2025-02-20 11:47:31,2025-02-20 11:48:32,122.0,2025-02-20 11:48:00
20250220,101955H0,9,2025-02-20 11:48:32,2025-02-20 11:49:33,2025-02-20 11:50:29,117.0,2025-02-20 11:50:05
20250220,101955H0,10,2025-02-20 11:50:29,2025-02-20 11:50:29,2025-02-20 11:51:30,61.0,2025-02-20 11:51:07
20250220,101955H0,11,2025-02-20 11:51:30,2025-02-20 11:52:31,2025-02-20 11:53:32,122.0,2025-02-20 11:53:13
20250220,101955H0,12,2025-02-20 11:53:32,2025-02-20 11:54:33,2025-02-20 11:55:30,118.0,2025-02-20 11:55:18
20250220,101955H0,13,2025-02-20 11:55:30,2025-02-20 11:55:30,,,2025-02-20 11:56:20
20250220,101971K0,1,2025-02-20 11:16:01,2025-02-20 11:18:59,2025-02-20 11:20:00,239.0,2025-02-20 11:19:47
20250220,101971K0,2,2025-02-20 11:20:00,2025-02-20 11:21:01,2025-02-20 11:22:30,150.0,2025-02-20 11:21:53
20250220,101971K0,3,2025-02-20 11:22:30,2025-02-20 11:23:03,2025-02-20 11:24:32,122.0,2025-02-20 11:23:59
20250220,101971K0,4,2025-02-20 11:24:32,2025-02-20 11:25:00,2025-02-20 11:26:29,117.0,2025-02-20 11:26:04
20250220,101971K0,5,2025-02-20 11:26:29,2025-02-20 11:27:30,2025-02-20 11:28:31,122.0,2025-02-20 11:28:09
20250220,101971K0,6,2025-02-20 11:28:31,2025-02-20 11:28:31,2025-02-20 11:29:32,61.0,2025-02-20 11:29:12
20250220,101971K0,7,2025-02-20 11:29:32,2025-02-20 11:30:29,2025-02-20 11:32:02,150.0,2025-02-20 11:31:17
20250220,101971K0,8,2025-02-20 11:32:02,2025-02-20 11:32:30,2025-02-20 11:34:00,118.0,2025-02-20 11:33:23
20250220,101971K0,9,2025-02-20 11:34:00,2025-02-20 11:34:00,2025-02-20 11:35:01,61.0,2025-02-20 11:34:26
20250220,101971K0,10,2025-02-20 11:35:01,2025-02-20 11:36:01,2025-02-20 11:37:02,121.0,2025-02-20 11:36:31
20250220,101971K0,11,2025-02-20 11:37:02,2025-02-20 11:37:59,2025-02-20 11:39:00,118.0,2025-02-20 11:38:36
20250220,101971K0,12,2025-02-20 11:39:00,2025-02-20 11:40:01,2025-02-20 11:41:02,122.0,2025-02-20 11:40:42
20250220,101971K0,13,2025-02-20 11:41:02,2025-02-20 11:41:02,,,2025-02-20 11:41:44
20250220,101973K0,6,2025-02-20 11:06:29,2025-02-20 11:07:30,2025-02-20 11:08:31,122.0,2025-02-20 11:08:17
20250220,101973K0,7,2025-02-20 11:08:31,2025-02-20 11:15:00,2025-02-20 11:16:01,450.0,2025-02-20 11:15:36
20250220,101973K0,8,2025-02-20 11:16:01,2025-02-20 11:17:02,2025-02-20 11:18:02,121.0,2025-02-20 11:17:42
20250220,101973K0,9,2025-02-20 11:18:02,2025-02-20 11:18:59,2025-02-20 11:20:00,118.0,2025-02-20 11:19:47
20250220,101973K0,10,2025-02-20 11:20:00,2025-02-20 11:21:01,2025-02-20 11:22:30,150.0,2025-02-20 11:21:53
20250220,101973K0,11,2025-02-20 11:22:30,2025-02-20 11:23:03,2025-02-20 11:24:32,122.0,2025-02-20 11:23:59
20250220,101973K0,12,2025-02-20 11:24:32,2025-02-20 11:25:00,2025-02-20 11:26:29,117.0,2025-02-20 11:26:04
20250220,101973K0,13,2025-02-20 11:26:29,2025-02-20 11:26:29,2025-02-20 11:27:30,61.0,2025-02-20 11:27:07
20250220,101973K0,14,2025-02-20 11:27:30,2025-02-20 11:28:31,2025-02-20 11:29:32,122.0,2025-02-20 11:29:12
20250220,101973K0,15,2025-02-20 11:29:32,2025-02-20 11:30:29,2025-02-20 11:32:02,150.0,2025-02-20 11:31:17
20250220,101973K0,16,2025-02-20 11:32:02,2025-02-20 11:32:02,2025-02-20 11:32:30,28.0,2025-02-20 11:32:20
20250220,101973K0,17,2025-02-20 11:32:30,2025-02-20 11:34:00,2025-02-20 11:35:01,151.0,2025-02-20 11:34:26
20250220,101973K0,18,2025-02-20 11:35:01,2025-02-20 11:35:01,2025-02-20 11:36:01,60.0,2025-02-20 11:35:28
20250220,101973K0,19,2025-02-20 11:36:01,2025-02-20 11:37:59,,,2025-02-20 11:38:36
20250220,101991KB,11,2025-02-20 11:06:29,2025-02-20 11:07:30,2025-02-20 11:08:31,122.0,2025-02-20 11:08:17
20250220,101991KB,12,2025-02-20 11:08:31,2025-02-20 11:08:31,2025-02-20 11:09:31,60.0,2025-02-20 11:09:20
20250220,101991KB,13,2025-02-20 11:09:31,2025-02-20 11:11:01,2025-02-20 11:12:01,150.0,2025-02-20 11:11:25
20250220,101991KB,14,2025-02-20 11:12:01,2025-02-20 11:13:02,2025-02-20 11:13:59,118.0,2025-02-20 11:13:31
20250220,101991KB,15,2025-02-20 11:13:59,2025-02-20 11:15:00,2025-02-20 11:16:01,122.0,2025-02-20 11:15:36
20250220,101991KB,16,2025-02-20 11:16:01,2025-02-20 11:16:01,2025-02-20 11:17:02,61.0,2025-02-20 11:16:39
20250220,101991KB,17,2025-02-20 11:17:02,2025-02-20 11:18:02,2025-02-20 11:18:59,117.0,2025-02-20 11:18:45
20250220,101991KB,18,2025-02-20 11:18:59,2025-02-20 11:20:00,2025-02-20 11:21:01,122.0,2025-02-20 11:20:50
20250220,101991KB,19,2025-02-20 11:21:01,2025-02-20 11:21:01,,,2025-02-20 11:21:53
20250220,102033NA,2,2025-02-20 11:06:29,2025-02-20 11:06:29,2025-02-20 11:07:30,61.0,2025-02-20 11:07:14
20250220,102033NA,3,2025-02-20 11:07:30,2025-02-20 11:08:31,2025-02-20 11:09:31,121.0,2025-02-20 11:09:20
20250220,102033NA,4,2025-02-20 11:09:31,2025-02-20 11:11:01,2025-02-20 11:12:01,150.0,2025-02-20 11:11:25
20250220,102033NA,5,2025-02-20 11:12:01,2025-02-20 11:13:02,2025-02-20 11:13:59,118.0,2025-02-20 11:13:31
20250220,102033NA,6,2025-02-20 11:13:59,2025-02-20 11:16:01,2025-02-20 11:17:02,183.0,2025-02-20 11:16:39
20250220,102033NA,7,2025-02-20 11:17:02,2025-02-20 11:17:02,,,2025-02-20 11:17:42
20250220,102033NB,1,2025-02-20 11:49:33,2025-02-20 11:52:31,2025-02-20 11:53:32,239.0,2025-02-20 11:53:13
20250220,102033NB,2,2025-02-20 11:53:32,2025-02-20 11:54:33,2025-02-20 11:55:30,118.0,2025-02-20 11:55:18
20250220,102033NB,3,2025-02-20 11:55:30,2025-02-20 11:55:30,,,2025-02-20 11:56:20
20250220,102039N0,1,2025-02-20 11:40:01,2025-02-20 11:42:02,2025-02-20 11:43:32,211.0,2025-02-20 11:42:47
20250220,102039N0,2,2025-02-20 11:43:32,2025-02-20 11:44:00,2025-02-20 11:45:33,121.0,2025-02-20 11:44:52
20250220,102039N0,3,2025-02-20 11:45:33,2025-02-20 11:46:30,2025-02-20 11:47:31,118.0,2025-02-20 11:46:57
20250220,102039N0,4,2025-02-20 11:47:31,2025-02-20 11:49:33,2025-02-20 11:50:29,178.0,2025-02-20 11:50:05
20250220,102039N0,5,2025-02-20 11:50:29,2025-02-20 11:51:30,2025-02-20 11:52:31,122.0,2025-02-20 11:52:10
20250220,102039N0,6,2025-02-20 11:52:31,2025-02-20 11:53:32,2025-02-20 11:54:33,122.0,2025-02-20 11:54:15
20250220,102039N0,7,2025-02-20 11:54:33,2025-02-20 11:55:30,,,2025-02-20 11:56:20
20250220,102051H0,1,2025-02-20 11:16:01,2025-02-20 11:18:59,2025-02-20 11:20:00,239.0,2025-02-20 11:19:47
20250220,102051H0,2,2025-02-20 11:20:00,2025-02-20 11:21:01,2025-02-20 11:22:30,150.0,2025-02-20 11:21:53
20250220,102051H0,3,2025-02-20 11:22:30,2025-02-20 11:23:03,2025-02-20 11:24:32,122.0,2025-02-20 11:23:59
20250220,102051H0,4,2025-02-20 11:24:32,2025-02-20 11:25:00,2025-02-20 11:26:29,117.0,2025-02-20 11:26:04
20250220,102051H0,5,2025-02-20 11:26:29,2025-02-20 11:27:30,2025-02-20 11:28:31,122.0,2025-02-20 11:28:09
20250220,102051H0,6,2025-02-20 11:28:31,2025-02-20 11:29:32,2025-02-20 11:30:29,118.0,2025-02-20 11:30:15
20250220,102051H0,7,2025-02-20 11:30:29,2025-02-20 11:34:00,,,2025-02-20 11:34:26
20250220,102051K0,1,2025-02-20 11:30:29,2025-02-20 11:32:02,2025-02-20 11:32:30,121.0,2025-02-20 11:32:20
20250220,102051K0,2,2025-02-20 11:32:30,2025-02-20 11:34:00,2025-02-20 11:35:01,151.0,2025-02-20 11:34:26
20250220,102051K0,3,2025-02-20 11:35:01,2025-02-20 11:36:01,2025-02-20 11:37:02,121.0,2025-02-20 11:36:31
20250220,102051K0,4,2025-02-20 11:37:02,2025-02-20 11:37:59,2025-02-20 11:39:00,118.0,2025-02-20 11:38:36
20250220,102051K0,5,2025-02-20 11:39:00,2025-02-20 11:40:01,2025-02-20 11:41:02,122.0,2025-02-20 11:40:42
20250220,102051K0,6,2025-02-20 11:41:02,2025-02-20 11:41:02,2025-02-20 11:42:02,60.0,2025-02-20 11:41:44
20250220,102051K0,7,2025-02-20 11:42:02,2025-02-20 11:43:32,2025-02-20 11:44:00,118.0,2025-02-20 11:43:49
